row_number,uid,original_document_id,type
535,UID-0535,SYNTH-0029,synthetic
536,UID-0536,SYNTH-0042,synthetic
537,UID-0537,HHS-ONC-2026-0001-0421,real
538,UID-0538,HHS-ONC-2026-0001-0387,real
539,UID-0539,HHS-ONC-2026-0001-0332,real
540,UID-0540,HHS-ONC-2026-0001-0329,real
541,UID-0541,SYNTH-0086,synthetic
542,UID-0542,HHS-ONC-2026-0001-0085,real
543,UID-0543,HHS-ONC-2026-0001-0109,real
544,UID-0544,HHS-ONC-2026-0001-0297,real
