document_id,attachment_filename,attachment_path,size_bytes,ai_label,ai_confidence,ai_doc_type,ai_rationale,ai_raw,model,prompt_version,request_format,error
CMS-2025-0050-0235,attachment_1.pdf,CMS-2025-0050-0235\attachment_1.pdf,283061,comment,0.95,substantive_comment,"The document is a detailed response to a CMS RFI, providing arguments, recommendations, and specific feedback on modernizing the health technology ecosystem, including technical solutions and strateg…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed response to a CMS RFI, providing arguments, recommendations, and specific feedback on modernizing the health technology ecosystem, including technical solutions and strategic insights.""
}",devstral,v1,content_parts,
CMS-2025-0050-0236,attachment_1.pdf,CMS-2025-0050-0236\attachment_1.pdf,398832,comment,0.95,substantive_comment,"The document is a detailed response from the Texas Medical Association addressing the RFI on the Health Technology Ecosystem, including specific feedback, data, and recommendations.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed response from the Texas Medical Association addressing the RFI on the Health Technology Ecosystem, including specific feedback, data, and recommendations.""
}",devstral,v1,content_parts,
CMS-2025-0050-0237,attachment_1.pdf,CMS-2025-0050-0237\attachment_1.pdf,398832,comment,0.95,substantive_comment,"The document is a detailed response from the Texas Medical Association addressing the RFI on the Health Technology Ecosystem, including specific feedback, data, and recommendations.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed response from the Texas Medical Association addressing the RFI on the Health Technology Ecosystem, including specific feedback, data, and recommendations.""
}",devstral,v1,content_parts,
CMS-2025-0050-0238,attachment_1.pdf,CMS-2025-0050-0238\attachment_1.pdf,162789,comment,0.95,substantive_comment,"The document contains detailed arguments, recommendations, and critiques related to the CMS/ONC RFI on the digital health ecosystem, including specific feedback on patient-centered data aggregation a…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains detailed arguments, recommendations, and critiques related to the CMS/ONC RFI on the digital health ecosystem, including specific feedback on patient-centered data aggregation and interoperability.""
}",devstral,v1,content_parts,
CMS-2025-0050-0240,attachment_1.pdf,CMS-2025-0050-0240\attachment_1.pdf,436675,comment,0,other,,"{"""": """",""""} 
"""","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """","""" 
"""": """",""",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0241,attachment_1.pdf,CMS-2025-0050-0241\attachment_1.pdf,168177,comment,0.95,substantive_comment,"The document is a formal letter addressing a specific RFI, providing arguments, recommendations, and critiques related to health technology adoption for patients, particularly those impacted by the j…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a formal letter addressing a specific RFI, providing arguments, recommendations, and critiques related to health technology adoption for patients, particularly those impacted by the justice system.""
}",devstral,v1,content_parts,
CMS-2025-0050-0243,attachment_1.pdf,CMS-2025-0050-0243\attachment_1.pdf,186181,comment,0.95,substantive_comment,"The document contains substantive comments and recommendations on the Health Technology Ecosystem RFI, including specific feedback and context about the company's role and focus areas.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains substantive comments and recommendations on the Health Technology Ecosystem RFI, including specific feedback and context about the company's role and focus areas.""
}",devstral,v1,content_parts,
CMS-2025-0050-0245,attachment_1.pdf,CMS-2025-0050-0245\attachment_1.pdf,175775,comment,0.95,substantive_comment,"The document contains specific feedback, recommendations, and critiques related to the RFI for Health Technology Ecosystem, including detailed suggestions for CMS workflows and data access issues.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains specific feedback, recommendations, and critiques related to the RFI for Health Technology Ecosystem, including detailed suggestions for CMS workflows and data access issues.""
}",devstral,v1,content_parts,
CMS-2025-0050-0247,attachment_1.pdf,CMS-2025-0050-0247\attachment_1.pdf,65929,comment,0.95,substantive_comment,"The document includes a detailed organizational overview and specific responses to RFI questions, indicating substantive feedback and recommendations.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document includes a detailed organizational overview and specific responses to RFI questions, indicating substantive feedback and recommendations.""
}",devstral,v1,content_parts,
CMS-2025-0050-0248,attachment_1.pdf,CMS-2025-0050-0248\attachment_1.pdf,9498625,comment,0.95,substantive_comment,"The PDF contains a cover letter, table of contents, and a detailed response to the RFI, indicating it is a substantive comment.","{""label"": ""comment"", ""confidence"": 0.95, ""doc_type"": ""substantive_comment"", ""rationale"": ""The PDF contains a cover letter, table of contents, and a detailed response to the RFI, indicating it is a substantive comment.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0249,attachment_1.pdf,CMS-2025-0050-0249\attachment_1.pdf,510396,comment,0.95,substantive_comment,"The document is titled 'Vendor Comments' and is dated June 16, 2025, indicating it contains substantive feedback or recommendations related to the RFI on the Health Technology Ecosystem.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is titled 'Vendor Comments' and is dated June 16, 2025, indicating it contains substantive feedback or recommendations related to the RFI on the Health Technology Ecosystem.""
}",devstral,v1,content_parts,
CMS-2025-0050-0251,attachment_1.pdf,CMS-2025-0050-0251\attachment_1.pdf,118759,not_comment,0.95,presentation,"The PDF is a slide from a presentation promoting a company's technology, not a substantive comment on a rule/RFI.","{
  ""label"": ""not_comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""presentation"",
  ""rationale"": ""The PDF is a slide from a presentation promoting a company's technology, not a substantive comment on a rule/RFI.""
}",devstral,v1,content_parts,
CMS-2025-0050-0254,attachment_1.pdf,CMS-2025-0050-0254\attachment_1.pdf,384111,comment,0.95,substantive_comment,"The document contains a detailed list of recommendations and arguments related to healthcare interoperability standards, indicating it is a substantive public comment.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains a detailed list of recommendations and arguments related to healthcare interoperability standards, indicating it is a substantive public comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0254,attachment_2.pdf,CMS-2025-0050-0254\attachment_2.pdf,2813510,not_comment,0.9,article_or_paper,"The PDF appears to be a report or white paper discussing health technology and data architecture, not a comment on a specific rule or RFI.","{""label"": ""not_comment"", ""confidence"": 0.9, ""doc_type"": ""article_or_paper"", ""rationale"": ""The PDF appears to be a report or white paper discussing health technology and data architecture, not a comment on a specific rule or RFI.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0254,attachment_3.pdf,CMS-2025-0050-0254\attachment_3.pdf,4133656,not_comment,0.9,article_or_paper,"The PDF appears to be a report or article discussing integrated care systems, not a comment submission.","{""label"": ""not_comment"", ""confidence"": 0.9, ""doc_type"": ""article_or_paper"", ""rationale"": ""The PDF appears to be a report or article discussing integrated care systems, not a comment submission.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0254,attachment_4.pdf,CMS-2025-0050-0254\attachment_4.pdf,588120,not_comment,1,other,"The PDF is a CDC form for reporting disease outbreaks, not a comment on a rule or RFI.","{""label"": ""not_comment"", ""confidence"": 1.0, ""doc_type"": ""other"", ""rationale"": ""The PDF is a CDC form for reporting disease outbreaks, not a comment on a rule or RFI.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0256,attachment_1.pdf,CMS-2025-0050-0256\attachment_1.pdf,98799,comment,0.95,substantive_comment,"The document contains specific recommendations and feedback on CMS's Request for Information, including detailed suggestions for stimulating developer interest and data access improvements.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains specific recommendations and feedback on CMS's Request for Information, including detailed suggestions for stimulating developer interest and data access improvements.""
}",devstral,v1,content_parts,
CMS-2025-0050-0258,attachment_1.pdf,CMS-2025-0050-0258\attachment_1.pdf,21979,comment,0.95,substantive_comment,"The document is a detailed response to a CMS RFI, addressing specific questions and providing recommendations, which qualifies as a substantive public comment.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed response to a CMS RFI, addressing specific questions and providing recommendations, which qualifies as a substantive public comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0258,attachment_2.pdf,CMS-2025-0050-0258\attachment_2.pdf,39565,not_comment,0,other,,"{""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   "" 
""   """,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0258,attachment_3.pdf,CMS-2025-0050-0258\attachment_3.pdf,5158860,not_comment,0.95,presentation,"The document appears to be a slide deck with a title and author information, lacking substantive comment content.","{
  ""label"": ""not_comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""presentation"",
  ""rationale"": ""The document appears to be a slide deck with a title and author information, lacking substantive comment content.""
}",devstral,v1,content_parts,
CMS-2025-0050-0258,attachment_4.pdf,CMS-2025-0050-0258\attachment_4.pdf,1422410,not_comment,0,other,,"{""label"": ""not_comment"", ""confidence"": 0.9, ""doc_type"": ""article_or_paper"", ""rationale"": ""The PDF appears to be a research report or academic paper from the Agency for Healthcare Research and Quality, not  
                
               
               "" ""
               
               ""               ""
               
               ""               ""
               ""               ""
               ""               ""
               ""               ""
               ""               ""
               ""               a comment submission.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0261,attachment_1.pdf,CMS-2025-0050-0261\attachment_1.pdf,0,not_comment,0,other,pdf render failed,,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,"pdf_render_failed: Unable to get page count.
Syntax Error: Document stream is empty
"
CMS-2025-0050-0262,attachment_1.pdf,CMS-2025-0050-0262\attachment_1.pdf,117694,comment,0.95,substantive_comment,"The document is a detailed response to a CMS RFI, containing arguments, critiques, and recommendations about the health technology ecosystem, including a description of a specific solution.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed response to a CMS RFI, containing arguments, critiques, and recommendations about the health technology ecosystem, including a description of a specific solution.""
}",devstral,v1,content_parts,
CMS-2025-0050-0264,attachment_1.pdf,CMS-2025-0050-0264\attachment_1.pdf,163172,comment,0.95,substantive_comment,"The document is a detailed response to an RFI, providing specific arguments, recommendations, and contributions related to health technology and data interoperability. It includes objectives and the …","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed response to an RFI, providing specific arguments, recommendations, and contributions related to health technology and data interoperability. It includes objectives and the platform's alignment with national health initiatives.""
}",devstral,v1,content_parts,
CMS-2025-0050-0267,attachment_1.pdf,CMS-2025-0050-0267\attachment_1.pdf,267796,comment,0.9,substantive_comment,"The document contains a personal narrative with specific critiques and feedback about a health program, addressing the agency directly.","{
  ""label"": ""comment"",
  ""confidence"": 0.9,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains a personal narrative with specific critiques and feedback about a health program, addressing the agency directly.""
}",devstral,v1,content_parts,
CMS-2025-0050-0267,attachment_2.pdf,CMS-2025-0050-0267\attachment_2.pdf,26841,comment,0.95,substantive_comment,"The document contains direct feedback, critiques, and recommendations regarding UHC's privacy policy, making it a substantive public comment.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains direct feedback, critiques, and recommendations regarding UHC's privacy policy, making it a substantive public comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0267,attachment_3.pdf,CMS-2025-0050-0267\attachment_3.pdf,1907506,comment,0.95,substantive_comment,"The document contains personal arguments, critiques, and specific feedback regarding healthcare policies, digital health products, and accessibility issues, indicating it is a substantive public comm…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains personal arguments, critiques, and specific feedback regarding healthcare policies, digital health products, and accessibility issues, indicating it is a substantive public comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0267,attachment_4.pdf,CMS-2025-0050-0267\attachment_4.pdf,3433023,comment,0.8,substantive_comment,The PDF contains a detailed complaint and critique of UHC's card activation process and CMS's handling of the issue.,"{""label"": ""comment"", ""confidence"": 0.8, ""doc_type"": ""substantive_comment"", ""rationale"": ""The PDF contains a detailed complaint and critique of UHC's card activation process and CMS's handling of the issue.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0269,attachment_1.pdf,CMS-2025-0050-0269\attachment_1.pdf,293617,comment,0.95,substantive_comment,"The document is a joint response to a CMS RFI, containing sections like Executive Summary, RFI Response Strategy, and Technical Architecture Overview, indicating substantive feedback and recommendati…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a joint response to a CMS RFI, containing sections like Executive Summary, RFI Response Strategy, and Technical Architecture Overview, indicating substantive feedback and recommendations.""
}",devstral,v1,content_parts,
CMS-2025-0050-0271,attachment_1.pdf,CMS-2025-0050-0271\attachment_1.pdf,610428,comment,0.95,substantive_comment,"The document is a detailed response to a CMS RFI, providing specific arguments, recommendations, and critiques related to dental health technology interoperability, including references to standards …","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed response to a CMS RFI, providing specific arguments, recommendations, and critiques related to dental health technology interoperability, including references to standards and regulatory compliance.""
}",devstral,v1,content_parts,
CMS-2025-0050-0272,attachment_1.pdf,CMS-2025-0050-0272\attachment_1.pdf,336940,comment,0.95,substantive_comment,"The document is a formal response to a CMS request for information, containing arguments, recommendations, and specific feedback on digital health policies.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a formal response to a CMS request for information, containing arguments, recommendations, and specific feedback on digital health policies.""
}",devstral,v1,content_parts,
CMS-2025-0050-0273,attachment_1.pdf,CMS-2025-0050-0273\attachment_1.pdf,159358,comment,0.95,substantive_comment,"The document is a letter addressed to CMS and ONC officials, providing detailed recommendations and responses to a Request for Information (RFI) on the Health Technology Ecosystem. It includes specif…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a letter addressed to CMS and ONC officials, providing detailed recommendations and responses to a Request for Information (RFI) on the Health Technology Ecosystem. It includes specific feedback and arguments related to the RFI, indicating it is a substantive public comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0274,attachment_1.pdf,CMS-2025-0050-0274\attachment_1.pdf,252730,comment,0.95,substantive_comment,"The document is a formal letter addressed to CMS Administrator Oz, submitting comments on a specific RFI (CMS-0042-NC). It includes substantive discussion about barriers in home-based care and EHR ad…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a formal letter addressed to CMS Administrator Oz, submitting comments on a specific RFI (CMS-0042-NC). It includes substantive discussion about barriers in home-based care and EHR adoption, indicating it is the actual comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0275,attachment_1.pdf,CMS-2025-0050-0275\attachment_1.pdf,203602,comment,0.95,substantive_comment,"The document is a detailed comment from FSMB on a CMS RFI, providing arguments, support for CMS efforts, and specific examples of their work, which qualifies as substantive feedback.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a detailed comment from FSMB on a CMS RFI, providing arguments, support for CMS efforts, and specific examples of their work, which qualifies as substantive feedback.""
}",devstral,v1,content_parts,
CMS-2025-0050-0276,attachment_1.pdf,CMS-2025-0050-0276\attachment_1.pdf,306905,not_comment,0.8,marketing_material,"The PDF is a marketing brochure for Guidehouse's services, not a substantive comment.","{""label"": ""not_comment"", ""confidence"": 0.8, ""doc_type"": ""marketing_material"", ""rationale"": ""The PDF is a marketing brochure for Guidehouse's services, not a substantive comment.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0277,attachment_1.pdf,CMS-2025-0050-0277\attachment_1.pdf,23111,comment,0.99,substantive_comment,"The PDF contains a detailed response to a Request for Information, including an executive summary, introduction, and specific recommendations.","{""label"": ""comment"", ""confidence"": 0.99, ""doc_type"": ""substantive_comment"", ""rationale"": ""The PDF contains a detailed response to a Request for Information, including an executive summary, introduction, and specific recommendations.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0279,attachment_1.pdf,CMS-2025-0050-0279\attachment_1.pdf,175800,comment,0.95,substantive_comment,"The document is a substantive comment responding to a CMS Request for Information, providing arguments, data, and recommendations regarding health technology access for Medicare beneficiaries.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a substantive comment responding to a CMS Request for Information, providing arguments, data, and recommendations regarding health technology access for Medicare beneficiaries.""
}",devstral,v1,content_parts,
CMS-2025-0050-0280,attachment_1.pdf,CMS-2025-0050-0280\attachment_1.pdf,20617,comment,0.95,substantive_comment,"The document contains detailed questions and answers addressing specific aspects of the CMS-0042-NC Request for Information, including data accessibility, sources of valuable data, and challenges in …","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains detailed questions and answers addressing specific aspects of the CMS-0042-NC Request for Information, including data accessibility, sources of valuable data, and challenges in clinical data integration. It provides substantive feedback and recommendations.""
}",devstral,v1,content_parts,
CMS-2025-0050-0280,attachment_2.pdf,CMS-2025-0050-0280\attachment_2.pdf,94254,comment,0.95,substantive_comment,"The document contains detailed responses to specific questions about data accessibility and interoperability in healthcare, including arguments and recommendations.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains detailed responses to specific questions about data accessibility and interoperability in healthcare, including arguments and recommendations.""
}",devstral,v1,content_parts,
CMS-2025-0050-0281,attachment_1.pdf,CMS-2025-0050-0281\attachment_1.pdf,753176,comment,0.95,substantive_comment,"The document is titled 'Response to Centers for Medicare & Medicaid Services (CMS) Health Technology Ecosystem RFI' and includes a dated letter with contact information, indicating it is a substantiv…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is titled 'Response to Centers for Medicare & Medicaid Services (CMS) Health Technology Ecosystem RFI' and includes a dated letter with contact information, indicating it is a substantive comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0282,attachment_1.pdf,CMS-2025-0050-0282\attachment_1.pdf,173949,comment,0.95,substantive_comment,"The document contains a detailed response to a CMS and ASTP/ONC Request for Information, including specific recommendations, critiques, and arguments related to healthcare data interoperability and A…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains a detailed response to a CMS and ASTP/ONC Request for Information, including specific recommendations, critiques, and arguments related to healthcare data interoperability and AI use.""
}",devstral,v1,content_parts,
CMS-2025-0050-0283,attachment_1.pdf,CMS-2025-0050-0283\attachment_1.pdf,7228892,not_comment,0.9,article_or_paper,"The PDF is a published journal article discussing healthcare reform and technology, not a comment on a specific rule or RFI.","{""label"": ""not_comment"", ""confidence"": 0.9, ""doc_type"": ""article_or_paper"", ""rationale"": ""The PDF is a published journal article discussing healthcare reform and technology, not a comment on a specific rule or RFI.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0284,attachment_1.pdf,CMS-2025-0050-0284\attachment_1.pdf,118711,comment,0.95,substantive_comment,"The document is a formal letter addressing the RFI, providing feedback, recommendations, and critiques on the health technology ecosystem, specifically for Medicare beneficiaries.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a formal letter addressing the RFI, providing feedback, recommendations, and critiques on the health technology ecosystem, specifically for Medicare beneficiaries.""
}",devstral,v1,content_parts,
CMS-2025-0050-0285,attachment_1.pdf,CMS-2025-0050-0285\attachment_1.pdf,777280,comment,0.95,substantive_comment,"The PDF contains a substantive response to a Request for Information from the Centers for Medicare & Medicaid Services, including detailed comments and recommendations.","{""label"": ""comment"", ""confidence"": 0.95, ""doc_type"": ""substantive_comment"", ""rationale"": ""The PDF contains a substantive response to a Request for Information from the Centers for Medicare & Medicaid Services, including detailed comments and recommendations.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0286,attachment_1.pdf,CMS-2025-0050-0286\attachment_1.pdf,590106,comment,0.95,substantive_comment,"The PDF contains a detailed response to a request for information, with specific comments and recommendations.","{""label"": ""comment"", ""confidence"": 0.95, ""doc_type"": ""substantive_comment"", ""rationale"": ""The PDF contains a detailed response to a request for information, with specific comments and recommendations.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0287,attachment_1.pdf,CMS-2025-0050-0287\attachment_1.pdf,473513,comment,0.95,substantive_comment,"The document contains detailed recommendations and arguments related to the Request for Information on the Health Technology Ecosystem, including specific policy suggestions and critiques.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains detailed recommendations and arguments related to the Request for Information on the Health Technology Ecosystem, including specific policy suggestions and critiques.""
}",devstral,v1,content_parts,
CMS-2025-0050-0288,attachment_1.pdf,CMS-2025-0050-0288\attachment_1.pdf,137504,comment,0.95,substantive_comment,"The document contains detailed evidence, recommendations, and implementation considerations for CMS/ONC's Request for Information, indicating it is a substantive public comment.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains detailed evidence, recommendations, and implementation considerations for CMS/ONC's Request for Information, indicating it is a substantive public comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0288,attachment_2.pdf,CMS-2025-0050-0288\attachment_2.pdf,169552,not_comment,0.9,article_or_paper,"The PDF appears to be a technical document describing a data pipeline architecture and its features, without directly commenting on a specific rule or RFI.","{""label"": ""not_comment"", ""confidence"": 0.9, ""doc_type"": ""article_or_paper"", ""rationale"": ""The PDF appears to be a technical document describing a data pipeline architecture and its features, without directly commenting on a specific rule or RFI.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0288,attachment_3.pdf,CMS-2025-0050-0288\attachment_3.pdf,5425599,not_comment,0.95,presentation,"The document is a slide deck presenting a program overview, goals, results, and conclusions, typical of a presentation rather than a substantive comment.","{
  ""label"": ""not_comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""presentation"",
  ""rationale"": ""The document is a slide deck presenting a program overview, goals, results, and conclusions, typical of a presentation rather than a substantive comment.""
}",devstral,v1,content_parts,
CMS-2025-0050-0288,attachment_4.pdf,CMS-2025-0050-0288\attachment_4.pdf,8298448,not_comment,0.9,article_or_paper,"The PDF is a research paper from Apple discussing iPhone mobility metrics, not a comment on a rule or RFI.","{""label"": ""not_comment"", ""confidence"": 0.9, ""doc_type"": ""article_or_paper"", ""rationale"": ""The PDF is a research paper from Apple discussing iPhone mobility metrics, not a comment on a rule or RFI.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0289,attachment_1.pdf,CMS-2025-0050-0289\attachment_1.pdf,310468,comment,0.95,substantive_comment,The PDF contains a detailed comment letter with specific recommendations and evidence-based arguments.,"{""label"": ""comment"", ""confidence"": 0.95, ""doc_type"": ""substantive_comment"", ""rationale"": ""The PDF contains a detailed comment letter with specific recommendations and evidence-based arguments.""}",meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,v1,content_parts,
CMS-2025-0050-0290,attachment_1.pdf,CMS-2025-0050-0290\attachment_1.pdf,229562,comment,0.95,substantive_comment,"The document is a formal letter from the American College of Physicians addressing a specific RFI on the Health Technology Ecosystem, providing detailed responses and recommendations.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a formal letter from the American College of Physicians addressing a specific RFI on the Health Technology Ecosystem, providing detailed responses and recommendations.""
}",devstral,v1,content_parts,
CMS-2025-0050-0291,attachment_1.pdf,CMS-2025-0050-0291\attachment_1.pdf,240726,comment,0.95,substantive_comment,"The document contains detailed feedback and recommendations on health technology interoperability and data standards, directly addressing specific questions from the RFI.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains detailed feedback and recommendations on health technology interoperability and data standards, directly addressing specific questions from the RFI.""
}",devstral,v1,content_parts,
CMS-2025-0050-0292,attachment_1.pdf,CMS-2025-0050-0292\attachment_1.pdf,981354,comment,0.95,substantive_comment,"The document contains detailed feedback, insights, and recommendations on the CMS Health Technology Ecosystem Request for Information (RFI), including specific examples of CAQH's platforms and initia…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document contains detailed feedback, insights, and recommendations on the CMS Health Technology Ecosystem Request for Information (RFI), including specific examples of CAQH's platforms and initiatives.""
}",devstral,v1,content_parts,
CMS-2025-0050-0293,attachment_1.pdf,CMS-2025-0050-0293\attachment_1.pdf,536853,comment,0.95,substantive_comment,"The document is a letter from the American Academy of Family Physicians responding to a specific RFI, containing arguments, support for goals, and recommendations regarding the health technology ecos…","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is a letter from the American Academy of Family Physicians responding to a specific RFI, containing arguments, support for goals, and recommendations regarding the health technology ecosystem.""
}",devstral,v1,content_parts,
CMS-2025-0050-0294,attachment_1.pdf,CMS-2025-0050-0294\attachment_1.pdf,5139872,comment,0.95,substantive_comment,"The document is explicitly titled as a response to a CMS RFI, includes contact details, and is structured as a formal submission with arguments or recommendations.","{
  ""label"": ""comment"",
  ""confidence"": 0.95,
  ""doc_type"": ""substantive_comment"",
  ""rationale"": ""The document is explicitly titled as a response to a CMS RFI, includes contact details, and is structured as a formal submission with arguments or recommendations.""
}",devstral,v1,content_parts,
